0.000000000E+00	3.782859300E-01
1.990000000E-02	3.782949110E-01
3.960000000E-02	3.783038120E-01
5.910000000E-02	3.783130510E-01
7.840000000E-02	3.783235580E-01
9.750000000E-02	3.783366400E-01
1.164000000E-01	3.783537910E-01
1.351000000E-01	3.783765080E-01
1.536000000E-01	3.784061750E-01
1.719000000E-01	3.784439850E-01
1.900000000E-01	3.784909140E-01
2.079000000E-01	3.785477150E-01
2.256000000E-01	3.786149360E-01
2.431000000E-01	3.786929400E-01
2.604000000E-01	3.787819250E-01
2.775000000E-01	3.788819490E-01
2.944000000E-01	3.789929470E-01
3.111000000E-01	3.791147510E-01
3.276000000E-01	3.792470980E-01
3.439000000E-01	3.793896520E-01
3.600000000E-01	3.795420080E-01
3.759000000E-01	3.797037070E-01
3.916000000E-01	3.798742440E-01
4.071000000E-01	3.800530740E-01
4.224000000E-01	3.802396210E-01
4.375000000E-01	3.804332880E-01
4.524000000E-01	3.806334580E-01
4.671000000E-01	3.808395030E-01
4.816000000E-01	3.810507920E-01
4.959000000E-01	3.812666880E-01
5.100000000E-01	3.814865620E-01
5.239000000E-01	3.817097890E-01
5.376000000E-01	3.819357550E-01
5.511000000E-01	3.821638600E-01
5.644000000E-01	3.823935180E-01
5.775000000E-01	3.826241610E-01
5.904000000E-01	3.828552400E-01
6.031000000E-01	3.830862260E-01
6.156000000E-01	3.833166140E-01
6.279000000E-01	3.835459220E-01
6.400000000E-01	3.837736890E-01
6.519000000E-01	3.839994840E-01
6.636000000E-01	3.842228990E-01
6.751000000E-01	3.844435550E-01
6.864000000E-01	3.846611010E-01
6.975000000E-01	3.848752150E-01
7.084000000E-01	3.850856060E-01
7.191000000E-01	3.852920160E-01
7.296000000E-01	3.854942170E-01
7.399000000E-01	3.856920170E-01
7.500000000E-01	3.858852530E-01
7.599000000E-01	3.860737980E-01
7.696000000E-01	3.862575540E-01
7.791000000E-01	3.864364530E-01
7.884000000E-01	3.866104530E-01
7.975000000E-01	3.867795340E-01
8.064000000E-01	3.869436960E-01
8.151000000E-01	3.871029520E-01
8.236000000E-01	3.872573220E-01
8.319000000E-01	3.874068330E-01
8.400000000E-01	3.875515060E-01
8.479000000E-01	3.876913570E-01
8.556000000E-01	3.878263890E-01
8.631000000E-01	3.879565950E-01
8.704000000E-01	3.880819480E-01
8.775000000E-01	3.882024040E-01
8.844000000E-01	3.883179070E-01
8.911000000E-01	3.884283770E-01
8.976000000E-01	3.885337400E-01
9.039000000E-01	3.886338910E-01
9.100000000E-01	3.887287500E-01
9.159000000E-01	3.888182260E-01
9.216000000E-01	3.889022340E-01
9.271000000E-01	3.889807350E-01
9.324000000E-01	3.890536790E-01
9.375000000E-01	3.891210620E-01
9.424000000E-01	3.891829250E-01
9.471000000E-01	3.892393240E-01
9.516000000E-01	3.892903590E-01
9.559000000E-01	3.893361840E-01
9.600000000E-01	3.893769820E-01
9.639000000E-01	3.894129670E-01
9.676000000E-01	3.894443940E-01
9.711000000E-01	3.894715450E-01
9.744000000E-01	3.894947290E-01
9.775000000E-01	3.895142750E-01
9.804000000E-01	3.895305180E-01
9.831000000E-01	3.895438000E-01
9.856000000E-01	3.895544620E-01
9.879000000E-01	3.895628470E-01
9.900000000E-01	3.895692870E-01
9.919000000E-01	3.895740950E-01
9.936000000E-01	3.895775660E-01
9.951000000E-01	3.895799670E-01
9.964000000E-01	3.895815410E-01
9.975000000E-01	3.895825010E-01
9.984000000E-01	3.895830310E-01
9.991000000E-01	3.895832830E-01
9.996000000E-01	3.895833770E-01
9.999000000E-01	3.895833990E-01
1.000000000E+00	3.895834000E-01
