0.000000000E+00	5.938313150E+18
1.990000000E-02	8.986862590E+18
3.960000000E-02	1.209160450E+19
5.910000000E-02	1.515378190E+19
7.840000000E-02	1.812892980E+19
9.750000000E-02	2.096048120E+19
1.164000000E-01	2.354763010E+19
1.351000000E-01	2.578669910E+19
1.536000000E-01	2.758261340E+19
1.719000000E-01	2.890512930E+19
1.900000000E-01	2.980756040E+19
2.079000000E-01	3.036742270E+19
2.256000000E-01	3.069199320E+19
2.431000000E-01	3.088582770E+19
2.604000000E-01	3.103982720E+19
2.775000000E-01	3.121515270E+19
2.944000000E-01	3.145388940E+19
3.111000000E-01	3.179069370E+19
3.276000000E-01	3.225590240E+19
3.439000000E-01	3.285285980E+19
3.600000000E-01	3.355809280E+19
3.759000000E-01	3.434470410E+19
3.916000000E-01	3.519191410E+19
4.071000000E-01	3.609208080E+19
4.224000000E-01	3.702229820E+19
4.375000000E-01	3.795699500E+19
4.524000000E-01	3.887455820E+19
4.671000000E-01	3.975507730E+19
4.816000000E-01	4.057898590E+19
4.959000000E-01	4.132219620E+19
5.100000000E-01	4.196833010E+19
5.239000000E-01	4.251535720E+19
5.376000000E-01	4.296274450E+19
5.511000000E-01	4.331073530E+19
5.644000000E-01	4.356520290E+19
5.775000000E-01	4.373600970E+19
5.904000000E-01	4.383709260E+19
6.031000000E-01	4.388241670E+19
6.156000000E-01	4.388495900E+19
6.279000000E-01	4.385794960E+19
6.400000000E-01	4.381071470E+19
6.519000000E-01	4.374568020E+19
6.636000000E-01	4.366704440E+19
6.751000000E-01	4.357890040E+19
6.864000000E-01	4.348500410E+19
6.975000000E-01	4.339012130E+19
7.084000000E-01	4.330075510E+19
7.191000000E-01	4.322322250E+19
7.296000000E-01	4.316279840E+19
7.399000000E-01	4.311964260E+19
7.500000000E-01	4.308934850E+19
7.599000000E-01	4.306854580E+19
7.696000000E-01	4.305761240E+19
7.791000000E-01	4.305796080E+19
7.884000000E-01	4.307203630E+19
7.975000000E-01	4.310230790E+19
8.064000000E-01	4.315035990E+19
8.151000000E-01	4.321609770E+19
8.236000000E-01	4.329762090E+19
8.319000000E-01	4.339206400E+19
8.400000000E-01	4.349677720E+19
8.479000000E-01	4.360918400E+19
8.556000000E-01	4.372694950E+19
8.631000000E-01	4.384799580E+19
8.704000000E-01	4.397048700E+19
8.775000000E-01	4.409293390E+19
8.844000000E-01	4.421470070E+19
8.911000000E-01	4.433546310E+19
8.976000000E-01	4.445498110E+19
9.039000000E-01	4.457303810E+19
9.100000000E-01	4.468942470E+19
9.159000000E-01	4.480393800E+19
9.216000000E-01	4.491638250E+19
9.271000000E-01	4.502649100E+19
9.324000000E-01	4.513376950E+19
9.375000000E-01	4.523736860E+19
9.424000000E-01	4.533622230E+19
9.471000000E-01	4.542937220E+19
9.516000000E-01	4.551609350E+19
9.559000000E-01	4.559589070E+19
9.600000000E-01	4.566847210E+19
9.639000000E-01	4.573372450E+19
9.676000000E-01	4.579169010E+19
9.711000000E-01	4.584254390E+19
9.744000000E-01	4.588657210E+19
9.775000000E-01	4.592415240E+19
9.804000000E-01	4.595573460E+19
9.831000000E-01	4.598182310E+19
9.856000000E-01	4.600296010E+19
9.879000000E-01	4.601970970E+19
9.900000000E-01	4.603265000E+19
9.919000000E-01	4.604235780E+19
9.936000000E-01	4.604937820E+19
9.951000000E-01	4.605422740E+19
9.964000000E-01	4.605739060E+19
9.975000000E-01	4.605931130E+19
9.984000000E-01	4.606036760E+19
9.991000000E-01	4.606086860E+19
9.996000000E-01	4.606105460E+19
9.999000000E-01	4.606109760E+19
1.000000000E+00	4.606110040E+19
